0,120.086,341.466,383.408,218.743,384.759,24.213,372.145,112.813,25.95,31.906,53.998,338.371,127.042,360.465,39.868,59.567,313.205,61.451,50.424,62.249,9.577,36.326,35.904,28.537,428.997,83.303,41.737,36.814,71.706,375.271,63.603,47.043,304.871,30.479,19.574,358.349,103.08,351.161,10.971,26.122,30.881,40.431,188.94,38.902,371.522,404.787,346.238,384.845,81.456,13.428,375.633,12.566,40.512,12.293,68.049,18.303,15.157,86.159,394.4231,382.761,79.641,11.713,360.6831,389.9711,84.805,158.464,126.381,52.962,378.493,15.201,223.444,46.847,12.439,92.757,48.685,401.803,17.673,78.005,543.928,16.029,30.99,95.352,470.622,14.671,44,362.9641,15.62,98.622,401.159,9.318,324.35,341.1021,20.983,20.669,274.611,86.022,35.246,78.755,46.222,402.1901,362.791,18.663,127.943,34.718,17.968,32.699,353.011,369.113,36.095,406.412
120.488,0,459.808,501.75,337.085,503.101,106.02,490.487,231.155,96.069,89.388,98.99,456.713,9.583,478.807,85.3,106.919,431.547,180.861,108.635,91.61,127.918,92.582,154.246,94.807,547.3391,37.884,113.329,113.699,179.993,493.613,170.058,97.025,423.213,114.923,118.29,476.691,32.393,469.503,140.388,99.51,91.454,159.841,307.282,157.244,489.864,523.129,464.58,503.187,142.854,120.211,493.975,109.736,86.698,124.268,187.459,125.379,105.214,34.119,512.765,501.103,65.853,130.055,479.0251,508.313,58.449,277.874,16.592,105.195,496.835,114.54,341.786,104.553,116.863,41.785,72.984,520.1451,111.291,139.403,662.2701,134.318,94.499,214.762,588.9641,109.78,90.185,481.306,120.069,35.147,519.5009,122.135,442.692,459.444,100.026,107.167,392.953,84.284,110.555,72.53,80.328,520.5321,481.133,107.706,130.726,86.369,126.736,111.534,471.353,487.455,115.877,524.7541
339.669,459.637,0,48.458,150.652,119.698,363.069,41.252,241.808,365.501,371.457,391.683,75.771,466.593,17.315,379.419,392.493,84.309,316.092,384.5941,399.934,335.191,375.877,307.689,368.088,99.035,422.854,376.358,374.629,321.527,112.671,328.986,384.728,59.642,367.193,353.135,28.387,450.8711,11.536,340.945,365.673,370.432,349.928,191.625,331.396,56.128,136.805,4.681,69.45,378.9661,352.138,45.637,352.117,380.063,343.572,305.91,357.013,354.709,425.71,79.028,52.799,417.326,330.572,69.731,43.805,422.4901,216.307,465.932,388.658,29.784,354.98,158.726,384.532,351.99,432.308,388.236,86.408,355.296,384.9871,247.734,340.219,370.541,278.528,205.267,354.222,383.551,33.6,347.222,438.173,133.177,344.803,55.937,34.58,360.534,360.22,115.956,423.7071,372.9311,416.44,385.773,86.795,23.166,358.214,467.079,374.269,356.049,370.384,13.386,38.22,371.2821,141.381
380.897,500.8651,48.627,0,186.256,86.866,404.2971,11.759,283.0361,406.729,412.685,432.911,82.653,507.8211,38.137,420.647,433.7211,91.191,388.984,425.8221,441.162,376.419,417.105,348.917,409.316,54.113,464.082,417.586,415.857,362.755,98.794,370.214,425.956,106.554,408.421,394.363,26.17,492.0991,40.788,382.173,406.901,411.66,391.156,227.229,372.624,30.872,103.973,45.582,31.129,420.1931,393.3661,13.408,393.3451,421.291,384.8,352.822,398.241,395.937,466.938,46.196,17.644,458.554,371.8,44.475,9.56,463.718,263.219,507.16,429.886,21.48,396.208,194.33,425.76,393.218,473.536,429.464,53.576,396.524,426.2141,214.901,381.447,411.769,325.44,172.434,395.45,424.779,20.915,388.45,479.401,100.345,386.031,62.819,44.649,401.762,401.448,130.934,464.9351,414.1591,457.668,427.001,47.109,26.329,399.442,508.307,415.497,397.277,411.612,37.82,15.135,412.5101,108.549
217.403,337.371,150.598,187.31,0,173.428,240.803,176.047,108.04,243.235,249.191,269.417,125.96,344.327,164.367,257.153,270.227,95.5,225.49,262.328,277.668,212.925,253.611,185.423,245.822,232.899,300.588,254.092,252.363,196.166,157.457,203.625,262.462,141.474,244.927,230.869,162.251,328.605,160.293,218.679,243.407,248.166,227.662,42.226,209.13,175.424,184.589,155.37,188.747,244.1,229.872,179.535,229.851,257.797,221.306,225.551,234.747,232.443,303.444,178.762,186.663,295.06,208.306,155.534,193.873,300.224,168.248,343.666,266.392,182.395,232.714,10.023,262.266,229.724,310.042,265.97,184.663,233.03,250.121,332.596,217.953,248.275,252.854,259.291,231.956,261.285,166.866,224.956,315.907,180.961,222.537,124.15,145.004,238.268,237.954,56.906,301.441,250.665,294.174,263.507,196.321,171.923,235.948,344.813,252.003,233.783,248.118,162.143,173.015,249.016,179.462
383.497,503.465,119.483,87.543,173.749,0,406.897,81.276,285.6371,409.329,415.285,435.511,48.08,510.4211,104.482,423.247,436.321,78.685,390.696,428.4221,443.762,379.019,419.705,351.517,411.916,94.018,466.682,420.186,418.457,365.355,14.943,372.814,428.556,177.276,411.021,396.963,95.687,494.6991,118.133,384.773,409.501,414.26,393.756,214.722,375.224,67.994,20.337,118.278,57.733,416.5961,395.966,77.708,395.945,423.891,387.4,391.6451,400.841,398.537,469.538,42.525,71.314,461.154,374.4,57.658,94.106,466.3181,320.891,509.76,432.486,106.026,398.808,181.823,428.36,395.818,476.136,432.064,34.276,399.124,422.6171,159.477,384.047,414.369,386.279,86.172,398.05,427.379,91.599,391.05,482.001,16.709,388.631,66.935,87.789,404.362,404.048,118.428,467.5351,416.7591,460.268,429.601,59.297,110.875,402.042,510.907,418.097,399.877,414.212,120.024,85.278,415.1101,24.698
24.505,105.984,363.547,405.489,240.824,406.84,0,394.226,134.894,25.176,21.237,60.634,360.452,112.94,382.546,25.681,71.242,335.286,81.594,65.976,66.173,31.935,14.762,57.985,16.16,451.078,69.201,57.74,49.746,93.787,397.352,85.684,46.595,326.9521,43.411,15.555,380.43,88.978,373.242,29.06,25.354,21.699,60.575,211.021,59.76,393.603,426.868,368.319,406.926,94.358,30.266,397.714,15.479,20.98,21.533,88.192,31.235,17.362,72.058,416.504,404.842,79.193,34.072,382.764,412.098,84.357,178.608,112.279,65.894,400.574,10.689,245.525,59.51,15.047,78.655,35.918,423.884,8.556,90.907,566.009,30.921,13.098,115.495,492.703,21.365,19.791,385.045,17.334,84.52,423.24,26.156,346.431,363.183,20.449,10.454,296.692,93.95,47.154,77.423,33.69,424.271,384.918,12.576,135.022,24.047,30.813,44.774,375.092,391.24,49.027,428.493
370.052,490.02,41.152,12.459,175.411,81.181,393.452,0,272.191,395.884,401.84,422.0661,71.808,496.976,27.175,409.802,422.8761,80.346,378.139,414.9771,430.317,365.574,406.26,338.0721,398.471,58.195,453.237,406.741,405.0121,351.91,93.109,359.369,415.1111,98.689,397.576,383.518,15.252,481.2541,42.366,371.328,396.056,400.815,380.311,216.384,361.779,22.385,98.288,42.511,25.444,409.348,382.521,4.944,382.5,410.446,373.955,378.2001,387.396,385.092,456.093,40.511,11.959,447.709,360.955,35.988,19.022,452.8731,255.353,496.315,419.041,29.973,385.363,183.485,414.9151,382.373,462.691,418.619,47.891,385.679,415.369,209.216,370.602,400.924,317.574,166.749,384.6049,413.934,9.953,377.605,468.556,94.66,375.1861,51.974,33.804,390.917,390.603,120.089,454.0901,403.3141,446.8231,416.156,41.424,34.894,388.597,497.4621,404.652,386.4321,400.767,38.982,4.173,401.6651,102.864
111.603,231.571,241.448,283.389,109.088,284.741,135.003,272.126,0,137.435,143.391,163.617,238.352,238.527,260.446,151.353,166.095,203.551,119.69,156.528,171.868,107.125,147.811,79.623,140.022,328.978,194.788,148.292,146.563,87.779,265.508,95.238,156.662,204.852,139.127,125.069,258.33,222.805,251.143,112.879,137.607,142.366,121.862,79.285,103.33,271.503,292.639,246.22,284.826,135.713,124.072,275.614,124.051,151.997,115.506,119.751,128.947,126.643,197.644,294.404,282.742,189.26,102.506,260.664,289.9521,194.424,125.446,237.866,160.592,278.474,126.914,113.789,156.466,123.924,204.242,160.17,301.784,127.23,141.734,443.909,112.153,142.475,147.054,370.604,126.156,155.485,262.945,119.156,210.107,289.011,116.737,224.331,241.083,132.468,132.154,164.956,195.641,144.865,188.374,157.707,302.171,262.773,130.148,239.013,146.203,127.983,142.318,252.993,269.094,143.216,287.513
26.347,95.363,365.667,407.609,242.944,408.96,25.537,396.346,137.014,0,7.183,37.095,362.572,102.319,384.666,15.145,47.703,337.406,86.72,45.627,42.634,33.777,24.029,60.105,5.649,453.198,58.58,35.937,29.036,95.907,399.472,87.804,23.056,329.0721,22.069,28.056,382.55,78.357,375.362,30.898,3.015,7.203,65.7,213.141,63.103,395.723,428.988,370.439,409.046,76.74,26.07,399.834,15.595,15.789,31.002,93.318,28.23,11.073,61.436,418.6241,406.962,55.654,35.914,384.8841,414.1721,60.818,183.733,101.658,48.1,402.694,20.399,247.645,35.971,22.722,68.034,23.962,426.004,24.269,73.289,568.129,40.177,11.672,120.621,494.823,15.639,19.277,387.165,30.165,73.899,425.36,27.994,348.551,365.303,5.885,15.571,298.812,70.411,25.629,53.884,21.499,426.3911,386.992,13.565,111.483,9.995,27.104,23.249,377.212,393.314,30.295,430.613
32.62,89.047,371.94,413.882,249.217,415.233,21.672,402.619,143.287,8.201,0,39.711,368.845,96.003,390.939,6.779,50.319,343.679,92.993,48.244,45.25,40.05,17.713,66.378,6.939,459.471,52.264,39.764,32.863,102.18,405.745,94.077,25.672,335.3451,25.896,33.942,388.823,72.041,381.635,47.268,11.642,3.985,71.973,219.414,69.376,401.996,435.261,376.712,415.319,79.357,32.343,406.107,21.868,9.473,37.275,99.591,32.057,17.346,55.12,424.897,413.235,58.271,42.187,391.157,420.445,63.435,190.006,95.342,50.717,408.967,26.672,253.918,38.588,28.995,61.718,17.646,432.277,26.943,75.906,574.402,46.45,7.685,126.894,501.096,21.912,12.961,393.438,35.721,67.583,431.633,34.267,354.824,371.576,12.158,21.844,305.085,73.027,29.456,56.501,15.183,432.664,393.265,19.838,114.099,3.372,33.414,27.076,383.485,399.587,34.122,436.886
54.38,98.837,391.829,433.77,269.106,435.122,60.805,422.507,163.176,36.728,40.709,0,388.734,104.58,410.827,39.108,11.462,363.568,115.293,11.846,10.397,57.386,53.161,86.267,42.291,479.359,70.564,19.816,20.069,84.536,425.634,74.601,14.781,355.234,25.669,63.324,408.711,69.096,401.524,51.116,37.514,36.06,94.273,239.303,90.288,421.884,455.15,396.601,435.207,47.397,41.316,425.995,50.898,44.921,66.27,121.891,36.107,46.376,71.673,444.785,433.123,37.786,62.347,411.045,440.333,40.715,212.306,101.506,8.809,428.855,55.667,273.807,7.764,57.747,64.661,47.286,452.165,59.537,43.946,594.291,69.436,45.041,149.194,520.9851,44.542,48.409,413.326,65.433,68.232,451.522,48.187,374.712,391.464,41.153,50.839,324.974,34.17,21.456,26.903,40.647,452.552,413.154,48.833,75.242,37.374,37.464,25.912,403.374,419.475,22.364,456.774
336.874,456.8421,75.529,83.471,126.029,48.46,360.2741,72.208,239.013,362.7061,368.662,388.8881,0,463.7981,60.528,376.6241,389.6981,30.965,344.073,381.7991,397.139,332.3961,373.0821,304.894,365.2931,106.074,420.0591,373.563,371.834,318.732,38.154,326.191,381.933,130.652,364.398,350.3401,58.412,448.0761,74.179,338.15,362.8781,367.637,347.1331,167.002,328.601,51.151,68.488,74.324,65.056,368.876,349.3431,75.696,349.3221,377.2681,340.777,345.0221,354.218,351.9141,422.915,53.794,71.853,414.531,327.7771,38.016,90.034,419.6951,274.267,463.1371,385.863,78.556,352.185,134.103,381.7371,349.1951,429.513,385.441,59.695,352.501,374.8971,207.628,337.424,367.746,339.655,134.323,351.427,380.756,63.027,344.427,435.3781,64.86,342.0081,20.311,41.165,357.739,357.425,70.708,420.9121,370.1361,413.6451,382.978,71.353,83.477,355.419,464.2841,371.474,353.2541,367.589,76.07,69.176,368.4871,70.112
127.437,9.749,466.757,508.699,344.034,510.05,112.969,497.436,238.104,103.018,96.337,104.648,463.662,0,485.756,92.249,112.577,438.496,187.81,114.293,97.268,134.867,99.531,161.195,101.756,554.288,44.833,118.987,119.357,185.651,500.562,175.716,102.683,430.1621,120.581,125.239,483.64,38.051,476.452,146.046,106.459,98.403,166.79,314.231,164.193,496.813,530.078,471.529,510.136,148.512,136.246,500.924,116.685,93.647,131.217,194.408,131.037,112.163,41.068,519.7141,508.052,71.511,137.004,485.9741,515.262,64.107,284.823,16.41,110.853,503.784,121.489,348.735,110.211,123.812,47.443,79.933,527.0941,118.24,145.061,669.2191,141.267,101.448,221.711,595.913,116.729,97.134,488.255,127.018,40.805,526.4499,129.084,449.641,466.393,106.975,114.116,399.902,89.942,116.213,78.188,87.277,527.4811,488.082,114.655,136.384,93.318,132.394,117.192,478.302,494.404,121.535,531.7031
358.749,478.717,17.954,38.638,164.108,104.432,382.149,27.375,260.8881,384.581,390.537,410.7631,60.505,485.6731,0,398.499,411.5731,69.043,331.939,403.6741,419.014,354.271,394.957,326.769,387.168,85.158,441.934,395.438,393.709,340.607,97.405,348.066,403.808,75.49,386.273,372.215,14.51,469.9511,19.168,360.025,384.753,389.512,369.008,205.081,350.476,40.861,121.539,19.313,52.407,398.045,371.218,31.76,371.1971,399.143,362.652,321.757,376.093,373.789,444.79,63.762,38.922,436.406,349.652,54.464,40.244,441.5701,232.154,485.012,407.738,26.28,374.06,172.182,403.6121,371.07,451.388,407.316,71.142,374.376,404.0661,232.468,359.299,389.621,294.375,190.001,373.302,402.631,19.723,366.302,457.253,117.911,363.8831,40.671,19.314,379.614,379.3,108.786,442.7871,392.0111,435.5201,404.853,68.387,18.596,377.294,486.1591,393.349,375.1291,389.464,21.059,24.343,390.3621,126.115
39.201,85.277,378.521,420.463,255.798,421.814,24.594,409.2,149.868,14.782,6.796,39.124,375.426,92.233,397.52,0,49.732,350.26,99.574,47.656,44.663,46.631,14.292,72.959,13.52,466.052,48.494,43.721,33.589,108.761,412.326,100.658,25.085,341.926,32.477,36.864,395.404,68.271,388.216,53.849,18.223,10.211,78.554,225.995,75.957,408.577,441.842,383.293,421.9,78.769,38.924,412.688,28.449,6.052,42.842,106.172,38.638,23.927,51.35,431.4781,419.816,57.683,48.768,397.7381,427.0261,62.847,196.587,91.572,50.129,415.548,32.537,260.499,38,36.28,57.948,13.876,438.858,29.865,75.318,580.983,52.23,13.073,133.475,507.677,28.493,9.54,400.019,38.643,63.813,438.214,40.848,361.405,378.157,18.739,25.741,311.666,72.44,30.462,55.913,10.009,439.2451,399.846,26.419,113.512,6.474,39.995,31.441,390.066,406.168,36.084,443.467
59.891,106.895,392.776,434.717,270.053,436.069,71.544,423.454,165.596,47.467,51.448,11.478,389.681,112.638,411.774,49.847,0,364.515,116.24,8.424,18.455,58.333,63.9,87.214,53.03,480.306,78.622,19.285,24.034,73.976,426.581,64.041,25.52,356.1811,31.619,74.063,409.658,77.154,402.471,52.063,48.253,46.799,95.22,240.25,91.235,422.831,456.097,397.548,436.154,36.837,46.827,426.942,58.116,55.66,74.167,122.838,41.618,57.115,79.731,445.732,434.07,45.844,63.294,411.992,441.28,48.773,213.253,109.564,5.156,429.802,66.406,274.754,16.923,64.94,72.719,58.025,453.112,70.276,33.386,595.238,76.401,55.78,150.141,521.9321,54.928,59.148,414.273,73.33,76.29,452.469,53.698,375.659,392.411,51.892,61.578,325.921,40.483,30.615,34.961,51.386,453.499,414.101,59.572,75.694,48.113,42.974,35.071,404.321,420.422,25.117,457.721
311.788,431.756,84.308,92.25,95.638,78.368,335.188,80.987,202.425,337.62,343.576,363.802,30.9,438.7121,69.307,351.538,364.6121,0,319.875,356.713,372.053,307.31,347.996,279.808,340.207,137.839,394.973,348.477,346.748,290.551,62.398,298.01,356.847,109.492,339.312,325.254,67.191,422.9901,82.958,313.064,337.792,342.551,322.047,136.611,303.515,80.364,89.529,83.103,93.687,338.485,324.257,84.475,324.2361,352.182,315.691,319.936,329.132,326.828,397.829,83.702,91.603,389.445,302.691,60.474,98.813,394.609,245.935,438.051,360.777,87.335,327.099,103.712,356.651,324.109,404.427,360.355,89.603,327.415,344.5061,237.536,312.338,342.66,311.323,164.231,326.341,355.67,71.806,319.341,410.292,85.901,316.922,29.09,49.944,332.653,332.339,40.317,395.8261,345.05,388.559,357.892,101.261,92.256,330.333,439.198,346.388,328.168,342.503,84.849,77.955,343.4011,84.403
61.274,180.798,316.306,389.278,224.613,390.629,81.293,378.015,118.683,86.662,92.618,115.308,344.241,187.754,331.396,100.58,116.118,319.075,0,108.219,123.559,58.606,96.68,47.036,94.406,434.867,144.015,99.983,98.254,102.134,381.141,94.031,108.353,257.5571,90.818,71.359,364.219,174.496,326.001,64.512,86.834,91.593,21.528,194.81,31.215,377.392,410.658,321.078,390.715,136.601,74.14,381.503,73.278,99.226,61.796,10.669,79.015,75.869,146.871,400.293,388.631,140.951,55.097,366.553,358.2701,146.115,101.085,187.093,112.283,344.2491,73.204,229.314,108.157,73.151,153.469,109.397,407.673,73.52,133.15,549.798,46.26,91.344,37.972,476.492,75.383,103.901,368.834,65.446,159.334,407.03,68.052,330.22,346.972,81.695,82.132,280.481,147.332,96.556,140.065,106.934,408.06,337.631,79.676,190.704,95.43,79.674,94.009,327.851,374.983,94.907,412.282
50.735,109.711,385.029,426.97,262.306,428.322,63.632,415.707,156.376,44.228,48.209,11.404,381.9341,115.454,404.0269,47.565,8.415,356.768,108.493,0,21.271,50.586,61.617,79.467,50.747,472.559,81.438,8.769,14.878,71.872,418.834,61.937,23.242,348.4341,22.463,67.068,401.911,79.97,394.724,44.316,42.034,44.516,87.473,232.503,83.488,415.084,448.35,389.801,428.407,34.733,37.671,419.195,48.96,53.377,65.011,115.091,32.462,49.099,82.547,437.985,426.323,53.861,55.547,404.245,433.533,51.589,205.506,112.38,3.754,422.055,56.827,267.007,9.254,55.784,75.535,55.743,445.365,62.364,31.282,587.491,67.245,53.497,142.394,514.1851,45.772,56.865,406.526,64.174,79.106,444.722,44.542,367.912,384.664,49.61,54.583,318.174,47.237,21.097,37.777,49.104,445.752,406.354,52.577,82.448,45.831,33.818,25.553,396.574,412.675,15.961,449.974
62.509,91.867,399.958,441.899,277.235,443.251,70.396,430.636,171.305,46.319,50.3,10.33,396.863,97.61,418.956,48.699,18.259,371.697,123.422,19.975,0,65.515,62.752,94.396,51.882,487.488,63.594,27.945,28.198,91.333,433.763,81.398,24.372,363.363,33.798,72.915,416.84,62.126,409.653,59.245,47.105,45.651,102.402,247.432,98.417,430.271,463.279,404.73,443.336,54.194,49.445,434.124,59.684,54.512,75.735,130.02,44.236,55.967,64.703,452.914,441.252,30.816,70.476,419.174,448.462,33.745,220.435,94.536,16.535,436.984,65.258,281.936,15.893,65.876,57.691,56.877,460.294,69.128,50.743,602.42,77.565,54.632,157.323,529.1141,52.671,58,421.455,74.898,61.262,459.651,56.316,382.841,399.593,50.744,60.43,333.103,27.067,29.585,19.933,50.238,460.681,421.283,58.424,68.14,46.965,45.593,34.041,411.503,427.604,30.493,464.903
9.861,128.498,335.538,377.48,212.815,378.831,32.625,366.217,106.885,34.362,40.318,57.772,332.443,135.454,354.537,48.28,58.582,307.277,58.73,50.683,66.023,0,44.738,29.976,36.949,423.069,91.715,42.447,40.718,65.778,369.343,57.675,50.817,298.943,33.282,28.29,352.421,116.96,345.233,6.976,34.534,39.293,37.71,183.012,32.974,365.594,398.859,340.31,378.917,79.065,20.999,369.705,20.978,48.924,21.009,65.328,23.441,23.57,94.571,388.495,376.833,83.415,5.784,354.755,384.043,88.579,155.743,134.793,54.747,372.565,23.917,217.516,50.621,20.851,101.169,57.097,395.875,26.389,75.614,538,24.744,39.402,92.631,464.694,23.083,52.412,357.036,24.336,107.034,395.231,10.516,318.422,335.174,29.395,29.081,268.683,89.796,39.02,82.529,54.634,396.262,356.863,27.075,133.168,43.13,22.138,36.473,347.083,363.185,37.371,400.484
36.94,92.526,376.26,418.202,253.537,419.553,14.754,406.939,147.607,23.969,17.288,52.416,373.165,99.482,395.259,14.727,63.024,347.999,96.935,60.949,57.955,44.37,0,70.698,12.432,463.791,55.743,57.014,46.36,106.5,410.065,98.397,38.377,339.665,39.393,30.896,393.143,75.52,385.955,41.491,19.89,19.397,75.916,223.734,75.101,406.316,439.581,381.032,419.639,92.062,36.633,410.427,24.824,7.744,36.874,103.533,38.089,23.376,58.6,429.217,417.555,70.976,46.507,395.4771,424.765,76.14,193.949,98.821,63.422,413.287,26.569,258.238,51.293,30.312,65.197,24.661,436.597,23.897,88.611,578.722,46.262,7.825,130.836,505.416,28.219,5.516,397.758,32.675,71.062,435.953,38.587,359.144,375.896,14.95,19.773,309.405,85.732,43.755,69.206,22.457,436.984,397.585,21.361,126.804,15.11,37.667,40.573,387.805,403.907,47.619,441.206
34.661,154.629,307.911,349.852,185.188,351.204,58.061,338.589,79.258,60.493,66.449,86.675,304.815,161.585,326.909,74.411,87.485,279.65,47.42,79.586,94.926,30.183,70.869,0,63.08,395.441,117.846,71.35,69.621,45.376,341.715,37.273,79.72,271.316,62.185,48.127,324.793,145.863,317.606,35.937,60.665,65.424,44.92,155.385,26.388,337.966,371.232,312.683,351.289,78.625,47.13,342.077,47.109,75.055,38.564,48.369,52.005,49.701,120.702,360.867,349.205,112.318,25.564,327.127,356.415,117.482,138.785,160.924,83.65,344.937,49.972,189.889,79.524,46.982,127.3,83.228,368.247,50.288,80.613,510.372,35.211,65.533,75.672,437.067,49.214,78.543,329.408,42.214,133.165,367.604,39.795,290.794,307.546,55.526,55.212,241.056,118.699,67.923,111.432,80.765,368.634,329.236,53.206,162.071,69.261,51.041,65.376,319.456,335.557,66.274,372.856
28.876,94.778,368.196,410.138,245.473,411.489,16.381,398.875,139.543,5.369,6.6,42.615,365.101,101.734,387.195,14.56,53.223,339.935,94.69,51.148,48.154,36.306,12.924,62.634,0,455.727,57.995,42.352,35.451,98.436,402.001,90.333,28.576,331.601,28.484,28.651,385.079,77.772,377.891,33.427,7.572,7.062,73.671,215.67,65.632,398.252,431.517,372.968,411.575,82.261,28.599,402.363,18.124,9.422,34.629,101.288,30.055,13.602,60.851,421.153,409.491,61.175,38.443,387.4131,416.701,66.339,191.704,101.073,53.621,405.223,24.324,250.174,41.492,28.067,67.449,23.377,428.533,21.652,78.81,570.658,44.017,4.022,128.591,497.352,18.168,14.097,389.694,30.43,73.314,427.889,30.523,351.08,367.832,8.414,17.528,301.341,75.931,32.044,59.405,20.914,428.92,389.521,19.116,117.003,9.41,29.633,29.664,379.741,395.843,36.71,433.142
427.46,547.428,99.303,54.172,232.819,94.153,450.86,58.322,329.5991,453.292,459.248,479.4741,105.477,554.384,85.326,467.21,480.2841,137.754,434.659,472.3851,487.725,422.982,463.668,395.48,455.879,0,510.645,464.149,462.42,409.318,106.081,416.777,472.519,156.84,454.984,440.926,72.733,538.662,94.946,428.736,453.464,458.223,437.719,273.792,419.187,69.676,111.26,100.662,48.909,466.756,439.929,54.754,439.9081,467.854,431.363,435.6081,444.804,442.5,513.501,53.483,48.28,505.117,418.363,81.018,58.886,510.2811,313.504,553.723,476.449,75.638,442.771,240.893,472.3231,439.781,520.0991,476.027,60.863,443.087,472.7771,222.188,428.01,458.332,375.725,179.721,442.013,471.342,68.645,435.013,525.9641,107.632,432.5941,109.382,91.212,448.325,448.011,177.497,511.4981,460.7221,504.231,473.564,40.789,80.487,446.005,554.8701,462.06,443.8401,458.175,91.978,62.324,459.0731,115.836
83.57,38.425,422.89,464.832,300.167,466.183,69.103,453.569,194.237,59.151,52.47,70.952,419.795,45.381,441.889,48.382,78.881,394.629,143.943,80.597,63.572,91,55.665,117.328,57.889,510.421,0,85.291,76.178,153.13,456.695,142.02,67.674,386.295,76.846,81.373,439.773,21.419,432.585,98.218,62.592,54.536,122.923,270.364,120.326,452.946,486.211,427.662,466.269,114.816,83.293,457.057,72.818,49.781,87.351,150.541,83.007,68.296,4.499,475.847,464.185,37.814,93.137,442.1071,471.3951,30.411,240.956,44.72,77.157,459.917,77.622,304.868,76.515,79.945,11.096,36.066,483.227,74.374,111.365,625.3521,97.4,57.582,177.844,552.0461,72.862,53.268,444.388,83.152,16.961,482.583,85.217,405.774,422.526,63.108,70.25,356.035,56.246,73.051,44.492,43.41,483.614,444.215,70.788,102.688,49.451,84.364,74.03,434.435,450.537,87.839,487.836
